EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
430,43,0,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2455,10675,0,No,19,3,1,80,0,9,5,3,8,7,1,7
431,49,0,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,80,0,25,2,3,7,1,0,7
433,52,1,Travel_Rarely,Research & Development,8,4,Medical,3,Male,2,2,Research Scientist,2,Married,4941,17747,2,No,15,3,1,80,0,11,3,2,8,2,7,7
434,27,0,Travel_Rarely,Research & Development,5,3,Life Sciences,3,Female,3,1,Research Scientist,2,Single,2478,20938,1,Yes,12,3,2,80,0,4,2,2,4,3,1,2
436,32,0,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,2,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,80,0,13,2,3,13,12,11,9
437,27,0,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,Single,4478,5242,1,Yes,11,3,1,80,0,5,3,3,5,4,0,4
438,31,0,Travel_Rarely,Sales,7,3,Marketing,4,Male,3,2,Sales Executive,4,Divorced,7547,7143,4,No,12,3,4,80,3,13,3,3,7,7,1,7
439,32,0,Travel_Rarely,Research & Development,2,4,Medical,1,Female,4,2,Research Scientist,4,Single,5055,10557,7,No,16,3,3,80,0,10,0,2,7,7,0,7
440,28,1,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,1,Research Scientist,4,Married,3464,24737,5,Yes,13,3,4,80,0,5,4,2,3,2,2,2
441,30,0,Travel_Rarely,Research & Development,28,2,Medical,4,Female,3,2,Research Scientist,4,Married,5775,11934,1,No,13,3,4,80,2,11,2,3,10,8,1,9
442,31,0,Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,8943,14034,1,No,24,4,1,80,1,10,2,3,10,9,8,9
444,39,0,Travel_Frequently,Research & Development,7,2,Medical,3,Male,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,80,1,21,2,3,21,9,13,3
445,39,1,Travel_Rarely,Sales,3,2,Medical,4,Female,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,80,0,12,3,2,1,0,0,0
446,33,0,Travel_Frequently,Sales,10,3,Marketing,2,Male,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,80,0,9,6,2,7,7,0,1
447,47,0,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,3,5,Research Director,3,Married,18300,16375,4,No,11,3,2,80,1,21,2,3,3,2,1,1
448,43,0,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,3,2,80,1,9,3,4,9,7,0,0
449,27,0,Non-Travel,Sales,1,1,Marketing,3,Male,3,2,Sales Executive,2,Married,6349,22107,0,Yes,13,3,4,80,1,6,0,3,5,4,1,4
450,54,0,Travel_Frequently,Research & Development,20,4,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4869,16885,3,No,12,3,4,80,0,20,4,2,4,3,0,3
451,43,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,3,3,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,80,1,10,1,2,1,0,0,0
452,45,0,Travel_Rarely,Research & Development,8,4,Other,4,Male,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,80,2,12,3,3,10,9,9,8
453,40,0,Travel_Rarely,Sales,1,2,Medical,2,Male,1,2,Sales Executive,4,Married,7457,13273,2,Yes,22,4,3,80,3,6,2,2,4,3,0,2
454,29,1,Travel_Rarely,Research & Development,8,4,Other,2,Male,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,80,0,7,4,2,7,7,0,7
455,29,0,Travel_Rarely,Research & Development,9,5,Other,2,Male,2,1,Laboratory Technician,4,Single,3983,7621,0,No,17,3,3,80,0,4,2,3,3,2,2,2
456,30,0,Travel_Rarely,Sales,5,3,Marketing,4,Female,2,2,Sales Executive,3,Divorced,6118,5431,1,No,13,3,3,80,3,10,2,3,10,9,1,2
458,27,0,Travel_Rarely,Sales,8,4,Marketing,2,Female,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,80,1,8,3,3,8,7,0,7
460,37,0,Travel_Rarely,Research & Development,5,2,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,6347,23177,7,No,16,3,3,80,2,8,2,2,6,2,0,4
461,38,0,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,3,Research Director,4,Divorced,11510,15682,0,Yes,14,3,2,80,1,12,3,3,11,10,2,9
462,31,0,Travel_Rarely,Research & Development,7,4,Medical,3,Female,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,3,80,0,11,2,2,11,9,4,10
463,29,0,Travel_Rarely,Sales,10,1,Marketing,4,Female,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,80,2,7,2,3,7,7,1,7
464,35,0,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,3,Manufacturing Director,2,Single,8095,18264,0,No,13,3,4,80,0,17,5,3,16,6,0,13
465,23,0,Travel_Rarely,Research & Development,26,1,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,80,2,4,2,2,4,2,0,2
466,41,0,Travel_Rarely,Research & Development,6,3,Medical,4,Male,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,80,0,8,3,3,5,4,1,2
467,47,0,Travel_Frequently,Sales,4,1,Medical,2,Male,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,80,0,5,3,3,0,0,0,0
468,42,0,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Female,3,4,Research Director,4,Single,15992,15901,2,No,14,3,2,80,0,16,2,3,1,0,0,0
469,29,0,Non-Travel,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,80,1,4,3,2,4,3,0,2
470,42,0,Travel_Rarely,Human Resources,2,1,Technical Degree,3,Male,3,1,Human Resources,3,Divorced,2696,24017,0,Yes,11,3,3,80,1,4,5,3,3,2,1,0
471,32,0,Travel_Rarely,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,2,Married,2370,3956,1,No,13,3,3,80,1,8,4,3,8,0,0,7
473,48,0,Travel_Rarely,Sales,29,1,Medical,1,Female,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,80,1,15,3,1,0,0,0,0
474,37,0,Travel_Rarely,Research & Development,6,3,Medical,3,Male,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,80,2,13,2,3,7,7,6,7
475,30,0,Non-Travel,Sales,25,2,Technical Degree,4,Female,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,80,1,4,2,4,2,2,2,2
476,26,0,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,80,1,8,3,3,8,7,7,7
477,42,0,Travel_Rarely,Research & Development,2,4,Other,1,Male,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,80,0,14,6,3,1,0,0,0
478,21,1,Travel_Frequently,Sales,1,1,Technical Degree,1,Female,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,80,0,3,3,3,3,2,1,2
479,36,0,Non-Travel,Sales,1,5,Medical,4,Female,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,80,0,7,6,3,1,0,0,0
481,36,0,Travel_Frequently,Sales,3,4,Medical,1,Male,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,80,1,16,2,3,13,9,1,12
482,57,0,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,80,0,15,2,3,3,2,1,2
483,40,0,Travel_Rarely,Research & Development,10,4,Life Sciences,4,Female,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,80,1,10,3,3,7,7,1,7
484,21,0,Non-Travel,Sales,9,2,Medical,1,Male,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,80,0,3,3,2,3,2,2,2
485,33,1,Travel_Rarely,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,80,0,1,2,3,1,0,0,0
486,37,0,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,80,1,17,3,3,5,4,0,3
487,46,0,Non-Travel,Research & Development,7,4,Medical,3,Female,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,80,0,7,2,4,1,0,0,0
488,41,1,Travel_Frequently,Sales,4,3,Marketing,1,Male,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,80,0,8,5,3,8,7,7,7
491,50,0,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,80,0,20,2,3,4,3,1,3
492,40,1,Travel_Rarely,Sales,22,2,Marketing,3,Male,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,80,2,8,6,3,6,4,1,0
493,31,0,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,80,0,3,5,3,2,2,2,2
494,21,1,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,80,0,1,0,3,1,0,0,0
495,29,0,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,80,0,6,4,3,3,2,1,2
496,35,0,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,80,0,10,5,3,1,1,0,0
497,27,0,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,80,1,5,2,3,5,2,0,4
498,28,0,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,80,0,7,1,3,7,5,0,7
499,49,0,Travel_Rarely,Research & Development,7,3,Other,2,Male,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,80,0,26,2,3,5,2,0,0
500,51,0,Travel_Rarely,Sales,14,2,Life Sciences,3,Female,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,80,1,18,2,2,7,7,0,7
501,36,0,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Female,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,80,1,6,3,3,2,2,2,2
502,34,1,Non-Travel,Sales,19,3,Marketing,1,Male,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,80,0,9,3,2,5,2,0,4
505,55,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,80,0,30,2,3,5,4,1,2
507,24,0,Travel_Rarely,Sales,10,4,Marketing,4,Female,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,80,1,5,2,4,5,2,0,3
508,30,0,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,80,1,1,3,3,1,0,0,0
510,26,1,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,80,0,7,2,3,6,4,0,4
511,22,0,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,80,1,2,1,3,2,1,1,2
513,36,0,Travel_Rarely,Sales,2,2,Medical,2,Male,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,80,2,10,2,3,10,9,9,0
514,30,1,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,80,0,3,4,3,1,0,0,0
515,37,0,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,80,1,18,2,2,18,7,12,17
516,40,0,Travel_Rarely,Sales,2,2,Marketing,4,Female,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,80,2,8,5,3,5,4,1,3
517,42,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,80,1,8,5,3,5,2,1,2
518,37,0,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,80,0,18,2,2,1,0,0,1
520,43,0,Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,80,1,25,3,3,25,10,3,9
521,40,0,Travel_Rarely,Research & Development,2,3,Medical,2,Female,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,80,1,20,3,3,1,0,0,0
522,54,0,Travel_Rarely,Research & Development,5,2,Medical,1,Male,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,80,1,24,4,2,4,2,1,2
523,34,0,Non-Travel,Sales,4,4,Marketing,3,Female,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,80,1,6,3,3,3,2,1,2
524,31,0,Travel_Rarely,Research & Development,7,2,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,80,1,13,5,1,13,10,3,12
525,43,0,Travel_Frequently,Research & Development,21,3,Medical,4,Male,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,80,1,8,1,3,3,2,1,2
526,43,0,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,80,0,8,3,3,5,2,0,2
527,25,0,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,80,0,5,3,3,5,4,1,3
529,37,0,Non-Travel,Research & Development,25,5,Medical,2,Female,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,80,2,15,2,3,13,11,10,7
530,31,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,80,1,4,3,3,4,2,3,2
531,39,0,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,80,1,21,3,3,21,8,1,6
532,56,0,Travel_Frequently,Sales,6,3,Life Sciences,3,Female,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,80,3,36,0,2,7,7,7,7
533,30,0,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,80,0,6,6,3,5,4,4,4
534,41,0,Travel_Rarely,Sales,1,3,Marketing,2,Male,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,80,1,10,2,3,10,7,0,7
536,28,0,Travel_Rarely,Research & Development,17,2,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,80,1,10,2,3,10,0,1,8
538,25,1,Travel_Rarely,Research & Development,3,3,Medical,1,Male,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,80,1,6,5,3,2,2,0,2
543,52,0,Travel_Rarely,Research & Development,3,3,Medical,4,Male,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,80,0,28,4,3,5,4,0,4
544,45,0,Travel_Rarely,Research & Development,10,2,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,80,2,8,3,2,2,2,0,2
546,52,0,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,80,0,31,2,1,5,2,1,4
547,42,0,Travel_Frequently,Research & Development,29,2,Life Sciences,1,Female,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,80,1,19,3,3,5,4,0,2
548,30,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,80,0,11,2,3,5,4,0,2
549,60,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,80,0,33,5,1,29,8,11,10
550,46,0,Travel_Rarely,Research & Development,18,3,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,80,1,19,5,2,10,7,0,8
551,42,0,Travel_Frequently,Research & Development,28,4,Technical Degree,4,Female,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,80,3,7,4,4,6,5,0,4
554,24,1,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,80,0,6,4,3,5,3,1,4
555,34,1,Travel_Frequently,Sales,6,2,Marketing,4,Female,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,80,1,3,3,2,2,2,1,0
556,38,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,80,1,1,3,3,1,0,0,0
558,40,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,80,0,21,2,3,20,15,1,12
560,26,0,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,80,2,3,3,1,3,2,0,2
562,30,0,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,80,1,9,3,1,5,3,1,4
564,29,0,Travel_Rarely,Research & Development,3,4,Medical,2,Male,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,80,0,10,2,3,10,2,0,7
565,29,1,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,80,0,6,2,4,2,2,1,1
566,19,1,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,80,0,1,3,4,1,0,0,0
567,30,0,Non-Travel,Sales,22,4,Other,3,Female,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,80,0,10,3,3,9,8,7,8
568,57,0,Travel_Rarely,Sales,29,3,Marketing,1,Male,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,80,1,32,3,2,1,0,0,0
569,50,0,Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,80,1,28,2,3,27,10,15,7
571,30,0,Non-Travel,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,80,0,12,2,2,11,7,6,7
573,60,0,Travel_Frequently,Sales,28,3,Marketing,3,Female,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,80,0,22,5,4,18,13,13,11
574,47,0,Travel_Rarely,Research & Development,2,2,Medical,1,Female,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,80,3,20,2,3,5,0,0,4
575,46,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,80,0,26,2,1,3,2,0,1
577,35,0,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,80,0,6,2,3,5,4,4,3
578,54,0,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,80,0,19,3,3,1,0,0,0
579,34,0,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,80,1,14,3,3,7,3,5,7
580,46,0,Travel_Rarely,Sales,10,3,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,80,1,15,3,3,3,2,1,2
581,31,0,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,80,1,13,6,4,13,8,0,8
582,33,1,Travel_Rarely,Research & Development,15,1,Medical,2,Male,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,80,0,15,2,4,7,6,7,7
584,33,1,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,80,3,8,2,3,4,3,1,3
585,30,0,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,80,0,4,3,3,3,2,1,2
586,35,0,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,80,0,10,2,3,8,7,0,0
587,31,1,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,80,0,12,2,3,1,0,0,0
590,34,1,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,80,3,11,2,3,3,2,0,2
591,42,0,Travel_Frequently,Research & Development,5,2,Other,2,Male,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,80,1,8,4,3,2,2,2,0
592,36,0,Non-Travel,Sales,10,4,Medical,2,Male,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,80,0,10,3,2,10,3,9,7
593,22,1,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,80,0,4,3,3,2,2,1,2
595,48,0,Travel_Rarely,Sales,2,5,Marketing,2,Female,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,80,1,14,2,3,9,7,6,7
597,55,0,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,80,0,37,2,3,10,9,7,7
599,41,0,Non-Travel,Sales,10,2,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,80,0,16,3,3,14,3,1,10
600,35,0,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,80,0,15,2,3,11,9,6,9
601,40,0,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,80,0,22,3,3,20,6,5,13
602,39,0,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,80,1,8,3,3,8,3,0,7
604,31,0,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,80,0,10,2,4,6,5,0,5
605,42,0,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,80,1,10,5,2,10,9,5,8
606,45,0,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,80,1,9,3,4,8,7,3,7
608,26,1,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,3,1,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,80,1,8,2,2,7,7,1,0
611,29,0,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,80,2,8,2,4,3,2,1,2
612,33,0,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,80,1,10,2,3,6,1,0,5
613,31,0,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,80,1,10,3,2,5,4,0,1
614,18,1,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,80,0,0,3,3,0,0,0,0
615,40,0,Non-Travel,Sales,28,3,Other,3,Male,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,80,1,20,2,3,1,0,0,1
616,41,0,Non-Travel,Research & Development,2,4,Other,1,Female,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,80,0,10,3,3,8,7,0,7
618,26,0,Travel_Rarely,Sales,29,2,Medical,1,Male,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,80,2,8,5,3,0,0,0,0
620,35,0,Travel_Rarely,Sales,1,3,Medical,1,Female,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,80,0,5,3,3,5,4,0,3
621,34,0,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,80,0,10,3,3,10,7,5,7
622,26,1,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,80,0,1,3,1,1,0,0,0
623,37,0,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,80,0,12,3,4,6,5,1,2
624,46,0,Travel_Frequently,Research & Development,18,1,Medical,1,Female,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,80,0,28,3,2,2,2,1,2
625,41,0,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,80,1,22,2,3,18,16,11,8
626,37,0,Non-Travel,Sales,9,4,Medical,1,Male,3,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,80,1,9,6,3,9,5,7,7
630,52,0,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,80,2,18,3,3,10,9,6,9
631,32,1,Non-Travel,Sales,11,4,Other,4,Male,4,2,Sales Executive,3,Married,4707,23914,8,No,12,3,4,80,0,6,2,3,4,2,1,2
632,24,0,Travel_Frequently,Sales,24,3,Medical,4,Male,3,1,Sales Representative,4,Married,2400,5530,0,No,13,3,3,80,2,3,3,3,2,2,2,1
634,38,0,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,80,1,18,4,3,1,0,0,0
635,37,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,80,1,8,2,2,6,5,4,3
638,49,0,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,80,1,31,5,3,31,9,0,9
